s_raw,s_eff,cosine
1,1.0,0.09252284593817238
1,1.0,0.14646304626766304
1,1.0,0.03874544191805402
1,1.0,0.12162650373359762
1,1.0,0.0340618926896125
1,1.0,0.03430138956931282
1,1.0,0.05975521761998761
1,1.0,0.08455006870965652
1,1.0,0.09445890713990181
1,1.0,0.20726469253903776
1,1.0,0.02693800684455614
1,1.0,0.021515819966761086
1,1.0,0.13964987406160217
1,1.0,0.1378821897135835
1,1.0,0.0751804785800148
1,1.0,0.013861222359666494
1,1.0,0.011284308476586503
1,1.0,0.03739081083250831
1,1.0,0.07548379904879869
1,1.0,0.06518098741960265
1,1.0,0.09747592645709048
1,1.0,0.19251235537391448
1,1.0,0.1300522838795225
1,1.0,0.02509118918746265
1,1.0,0.13315009512517317
1,1.0,0.04284973057667757
1,1.0,0.06159166699933706
1,1.0,0.1399128823955174
1,1.0,0.035269974061568496
1,1.0,0.06293196124918542
1,1.0,0.16816663147063776
1,1.0,0.04711707655777811
1,1.0,0.0997243059050763
1,1.0,0.1143061412587194
1,1.0,0.13656178020603105
1,1.0,0.07537626701697428
1,1.0,0.07770831875060306
1,1.0,0.13038172221825317
1,1.0,0.1354355651520944
1,1.0,0.10556982386808864
1,1.0,0.03249529007860482
1,1.0,0.13508850415871754
1,1.0,0.09117296266867234
1,1.0,0.1392435225864258
1,1.0,0.2260085905270071
1,1.0,0.11381191551488357
1,1.0,0.1574546729703411
1,1.0,0.0853957522005184
1,1.0,0.04633156537650044
1,1.0,0.1965398972179072
1,1.0,0.14659270620932258
1,1.0,0.059884992001173296
1,1.0,0.0347170867517818
1,1.0,0.27607697187317937
1,1.0,0.05167705619320611
1,1.0,0.09424021797003021
1,1.0,0.059736997710791356
1,1.0,0.07320178443836267
1,1.0,0.10849323612193647
1,1.0,0.0303711108987847
1,1.0,0.0095680221079005
1,1.0,0.09811978124250166
1,1.0,0.1191506809737631
1,1.0,0.11915773655127769
1,1.0,0.10251491246515879
1,1.0,0.06450675308569129
1,1.0,0.10304837977962039
1,1.0,0.25770985404197283
1,1.0,0.22772291601113293
1,1.0,0.03888867808349426
1,1.0,0.17501390122109345
1,1.0,0.10226187312520546
1,1.0,0.13981490188681958
1,1.0,0.14493474558157174
1,1.0,0.10186520528785088
1,1.0,0.24212513227552687
1,1.0,0.18837544223305286
1,1.0,0.06029989893728947
1,1.0,0.04725172763038174
1,1.0,0.020514179137437315
1,1.0,0.029790088738633983
1,1.0,0.0
1,1.0,0.05436144321895221
1,1.0,0.2301271757434537
1,1.0,0.040699341265384194
1,1.0,0.15708443444010275
1,1.0,0.13315854902259547
1,1.0,0.2007321401785772
1,1.0,0.19532528369713287
1,1.0,0.12087884126025372
1,1.0,0.08935563147720707
1,1.0,0.039820222025143744
1,1.0,0.019952405458399606
1,1.0,0.08066719823782276
1,1.0,0.12286998519685044
1,1.0,0.21001341556877265
1,1.0,0.08265031789327663
